BONUSZ;ARBEVETEL;TJB;AKTIV_NAPOK;KAMPANY_HOSSZA;PONT_NAP;PONT_HONAP;RFM_SCORE_NO;KAMPANYAFFINITAS;TELJESITES
20000;2600021;439280;28;4;4;7,5713;10;0,545454545;1
10000;207850;361497;21;4;4;7,5713;10;0,625;1
20000;165947;269051;24;2;4;7,5713;10;0,4;0
20000;708882;1748674;31;2;4;7,5713;9;0,888888889;1
20000;4489554;249710;29;2;4;7,5713;10;0,727272727;1
5000;27000;37977;24;4;4;7,5713;10;0;0
1000;18291;5831;21;3;4;8,3843;6;0;0
1000;19280;30800;22;3;4;8,3843;7;0,75;1
1000;36387;5120;31;3;4;8,3843;8;0,4;0
2000;22500;43150;30;2;4;7,5713;8;0,714285714;1
10000;87794;89077;31;2;4;7,5713;10;0,428571429;1
5000;62186;89678;18;2;4;7,5713;8;1;1
20000;333603;505527;25;2;4;7,5713;8;1;1
5000;126002;118009;9;2;4;7,5713;7;0;0
20000;220610;26101;13;2;4;7,5713;10;0;0
2000;31084;17046;27;4;4;7,5713;6;0,5;0
10000;182882;77500;29;4;4;7,5713;8;0,25;0
5000;50886;19074;25;4;4;7,5713;7;0;0
2000;116524;-3514;25;2;4;7,5713;7;0,181818182;0
20000;706872;998457;14;2;4;7,5713;9;0,2;0
20000;571550;18956;31;2;4;7,5713;8;1;1
20000;907800;362001;12;2;4;7,5713;9;0,25;1
2000;93596;92535;21;4;4;7,5713;9;0,166666667;0
10000;51840;38498;30;4;4;7,5713;8;0;0
10000;28000;48000;9;4;4;7,5713;7;0,333333333;1
5000;5333;4010;12;4;4;7,5713;5;0;0
1000;38360;-6775;28;3;4;8,3843;6;0;0
2000;18654;12552;8;2;4;7,5713;6;0,166666667;0
5000;555382;-7835;16;2;4;7,5713;9;0,583333333;1
5000;229046;60000;18;4;4;7,5713;6;1;1
5000;924181;118488;8;4;4;7,5713;6;0;0
5000;108000;270137;15;4;4;7,5713;6;0;0
5000;565685;29752;22;4;4;7,5713;8;0,333333333;0
5000;36460;43460;29;2;4;7,5713;7;0,25;1
20000;351266;88748;31;2;4;7,5713;10;0,9;1
5000;21200;24432;24;2;4;7,5713;6;0,142857143;0
2000;110060;-55317;18;2;4;7,5713;6;0,5;1
5000;219827;120369;14;2;4;7,5713;8;0,6;0
2000;113617;25353;16;2;4;7,5713;6;0;0
10000;27723;-1308;31;2;4;7,5713;7;0,285714286;0
2000;16601;960;14;4;4;7,5713;6;0;0
20000;898109;87254;12;4;4;7,5713;9;0;0
10000;151400;151564;31;4;4;7,5713;10;0;0
10000;26013;19989;8;4;4;7,5713;6;0;0
5000;208000;-72000;20;4;4;7,5713;7;0;0
2000;12400;14900;11;4;4;7,5713;6;0,111111111;0
20000;71090;97000;11;4;4;7,5713;8;0,2;0
5000;753654;78501;19;3;4;8,3843;9;0,5;0
5000;69607;39502;14;3;4;8,3843;10;0,307692308;0
10000;1267360;175226;27;4;4;7,5713;9;0,5;0
20000;1065590;230424;28;4;4;7,5713;10;0,533333333;1
2000;13505;17700;31;2;4;7,5713;8;0,333333333;0
20000;93996;85413;23;4;4;7,5713;10;0,166666667;0
5000;924908;16042;25;4;4;7,5713;9;0,6;1
20000;241955;163210;17;2;4;7,5713;9;0,125;1
10000;63541;48822;31;2;4;7,5713;9;0,166666667;0
10000;507250;-9601;26;2;4;7,5713;8;0;0
1000;5693;20501;20;3;4;8,3843;6;0,285714286;0
10000;75978;125629;12;3;4;8,3843;9;0,428571429;1
2500;190109;19907;30;3;4;8,3843;9;0,8;1
2000;67803;35666;30;2;4;7,5713;7;1;1
10000;537349;129600;23;2;4;7,5713;7;0,090909091;0
20000;1194573;249648;28;4;4;7,5713;10;0;0
10000;824137;-26248;31;2;4;7,5713;9;0,666666667;1
2000;13539;-9229;31;2;4;7,5713;6;0,666666667;0
5000;40046;40592;11;2;4;7,5713;7;0;0
2000;310759;10306;20;2;4;7,5713;7;0;0
2000;22940;26091;26;2;4;7,5713;8;0;0
20000;1656520;450105;18;2;4;7,5713;10;0,428571429;1
5000;0;182878;8;3;4;8,3843;9;0,333333333;0
5000;45041;59822;26;3;4;8,3843;10;0;0
5000;231254;77999;10;3;4;8,3843;6;0;0
2500;46185;19566;25;3;4;8,3843;7;0,6;1
10000;88722;136202;20;2;4;7,5713;9;0,142857143;1
2000;22530;18834;21;2;4;7,5713;6;0;0
20000;304401;145297;22;2;4;7,5713;9;0,25;0
10000;117696;90804;25;4;4;7,5713;9;0,833333333;1
10000;36966;47033;18;4;4;7,5713;6;0;0
2000;1060533;298491;25;4;4;7,5713;9;0,75;1
20000;409450;286287;20;4;4;7,5713;9;0;0
10000;119907;247440;23;4;4;7,5713;7;0,333333333;0
20000;48000;48000;4;2;4;7,5713;9;0,285714286;0
20000;570176;945002;31;4;4;7,5713;10;0,642857143;1
10000;57045;56645;11;4;4;7,5713;8;0,363636364;1
5000;24322;32980;27;4;4;7,5713;6;0;0
20000;3149332;2279589;31;4;4;7,5713;10;0,818181818;1
5000;23318;39204;15;3;4;8,3843;10;0,916666667;1
2500;43410;3733;26;3;4;8,3843;9;0;0
2500;84317;45492;31;3;4;8,3843;7;0,75;1
10000;233206;190961;28;3;4;8,3843;10;0,6;1
5000;98006;75600;28;3;4;8,3843;8;0,166666667;1
10000;185368;189872;15;3;4;8,3843;9;0,2;0
10000;308555;275500;17;3;4;8,3843;10;0,666666667;1
5000;142595;241120;22;3;4;8,3843;7;0,666666667;0
2000;22375;-10000;30;2;4;7,5713;7;0;0
10000;7385;17385;6;2;4;7,5713;7;0;0
2000;32900;35101;9;2;4;7,5713;6;0,8;1
10000;82331;47110;6;2;4;7,5713;8;0;0
2000;83498;11051;18;2;4;7,5713;6;0,75;1
20000;517642;67652;25;4;4;7,5713;10;0,4;1
20000;1049594;831855;19;4;4;7,5713;10;0,533333333;0
2000;29808;1515;9;2;4;7,5713;5;0;0
20000;1026271;13345;28;2;4;7,5713;9;0;0
10000;77800;27702;31;2;4;7,5713;6;1;1
2000;56397;2210;30;2;4;7,5713;7;1;1
2000;30000;21999;12;2;4;7,5713;5;0;0
10000;133994;60000;16;2;4;7,5713;6;0,5;0
20000;545833;44891;14;2;4;7,5713;9;0;0
5000;90796;10929;10;2;4;7,5713;7;0,5;1
20000;492738;223002;24;4;4;7,5713;10;0,142857143;0
10000;358398;94447;26;4;4;7,5713;8;0;0
2000;14420;-17517;25;4;4;7,5713;7;0,75;1
10000;71473;137245;23;4;4;7,5713;6;0;0
10000;475499;-199607;12;4;4;7,5713;8;0,25;0
20000;367559;-158679;18;4;4;7,5713;7;0,75;1
10000;611813;147378;12;3;4;8,3843;9;0,166666667;0
10000;443060;231346;14;3;4;8,3843;9;0,4;0
1000;61013;37561;26;3;4;8,3843;6;1;1
2000;32546;602;31;4;4;7,5713;8;0,142857143;0
20000;161522;141169;30;4;4;7,5713;10;0,444444444;0
20000;1079029;291187;31;2;4;7,5713;10;0,8;1
2000;206537;42266;25;2;4;7,5713;10;0,571428571;1
20000;1280808;206501;19;2;4;7,5713;9;0,058823529;0
10000;280000;82881;26;2;4;7,5713;9;0,857142857;1
10000;206820;112706;8;2;4;7,5713;9;0;0
2000;19708;12252;31;2;4;7,5713;5;0,142857143;0
5000;40505;11390;29;4;4;7,5713;8;0,666666667;1
10000;1156178;357243;30;4;4;7,5713;10;1;1
10000;29241;5600;16;2;4;7,5713;6;0;0
2000;15500;20500;6;2;4;7,5713;6;0;0
10000;21014;2991;14;2;4;7,5713;8;0,571428571;0
1000;9493;19204;16;3;4;8,3843;7;0;0
2500;1849252;-307196;25;3;4;8,3843;10;0,833333333;1
5000;47861;99052;25;3;4;8,3843;10;0,75;1
1000;38482;45662;27;3;4;8,3843;7;0,5;0
5000;1336036;-173375;24;3;4;8,3843;8;0,428571429;1
10000;984432;70428;14;4;4;7,5713;9;0,111111111;1
5000;62551;15837;28;4;4;7,5713;7;1;1
5000;43925;43909;25;2;4;7,5713;9;0,333333333;0
20000;1104820;205502;19;4;4;7,5713;10;0,25;0
20000;301191;125199;21;4;4;7,5713;10;0,333333333;1
10000;101297;46301;30;4;4;7,5713;9;1;1
5000;2386000;29550;27;2;4;7,5713;7;0,555555556;1
20000;435006;139960;21;2;4;7,5713;9;0,6;1
1000;88329;-15338;23;3;4;8,3843;6;0;0
2500;20900;38411;28;3;4;8,3843;7;0;0
2500;35002;40000;11;3;0;1,6913;8;0,444444444;0
5000;73535;34428;8;3;0;1,6913;8;0,25;0
2000;13100;29500;23;2;4;7,5713;5;0;0
20000;602219;225620;9;2;4;7,5713;7;0,25;1
2000;6904;6499;12;2;4;7,5713;7;0,333333333;0
5000;116191;56800;14;2;4;7,5713;8;1;1
20000;2241038;3124677;26;4;4;7,5713;10;1;1
5000;23000;38000;15;4;4;7,5713;7;0,2;1
2000;58497;9797;21;4;4;7,5713;5;0,4;1
5000;118695;-2076;28;4;4;7,5713;8;0,4;1
10000;384238;-109000;21;4;4;7,5713;8;0,9;1
20000;52836;14753;10;4;4;7,5713;8;0;0
5000;37174;-9254;11;4;4;7,5713;6;0;0
5000;74013;-58999;17;4;4;7,5713;8;0;0
5000;14566;9080;24;4;4;7,5713;9;0,2;0
20000;379146;395735;27;4;4;7,5713;10;0,5;1
10000;0;0;0;3;0;1,6913;5;0;0
2500;91342;74999;14;3;0;1,6913;7;0,3;0
10000;339972;534468;31;3;0;1,6913;10;0,769230769;1
2500;0;109798;4;3;0;1,6913;8;0,5;0
5000;58142;149715;28;3;0;1,6913;7;0,333333333;1
10000;0;0;0;3;0;1,6913;8;0,6;0
2000;16221;1651;24;2;4;7,5713;7;0,6;1
10000;195620;530600;13;2;4;7,5713;8;0,125;1
20000;249654;109043;25;2;4;7,5713;10;0,5;0
10000;101500;60090;6;2;4;7,5713;6;0,25;0
2000;27150;34636;23;2;4;7,5713;8;0,6;0
5000;49500;25500;13;4;4;7,5713;6;0,5;1
20000;221549;-63341;26;2;4;7,5713;9;0,571428571;1
2000;23107;25355;19;2;4;7,5713;7;0;0
2000;84526;15817;31;2;4;7,5713;6;0,4;1
10000;242150;81324;20;2;4;7,5713;10;0,307692308;0
2000;39438;12205;19;4;4;7,5713;5;0;0
5000;13300;18015;18;4;4;7,5713;8;0;0
10000;1305261;-214793;19;4;4;7,5713;8;0,75;1
2000;22475;13815;6;2;4;7,5713;6;0,166666667;0
20000;540000;106942;16;2;4;7,5713;8;0,666666667;1
2000;11467;5000;11;2;4;7,5713;5;0;0
2000;27207;39210;25;2;4;7,5713;7;0,25;0
20000;676795;351989;27;4;4;7,5713;10;0,333333333;0
2000;11800;2329;9;4;4;7,5713;10;1;1
2000;44021;20911;23;2;4;7,5713;7;1;1
2000;10582;4762;13;2;4;7,5713;7;0;0
5000;6550;10813;9;4;4;7,5713;5;0;0
10000;28000;28363;23;4;4;7,5713;9;0;0
20000;178144;141923;12;2;4;7,5713;8;0,285714286;0
5000;34865;26996;30;2;4;7,5713;8;0,666666667;1
10000;29527;20384;5;3;4;7,5713;8;0,166666667;0
5000;25635;19510;11;3;4;7,5713;6;0,2;0
2000;11640;18440;11;3;4;7,5713;6;0,333333333;0
1000;0;6000;1;3;0;1,6913;7;0,5;0
5000;445826;146144;27;3;0;1,6913;10;0,6;1
20000;864615;-218058;11;3;4;7,5713;10;0;0
20000;132000;182000;11;3;4;7,5713;8;0;0
20000;56100;74100;18;3;4;7,5713;10;0,2;0
2500;134595;6549;25;3;4;8,3843;7;0;0
10000;606852;11504;28;2;4;7,5713;10;0,5;1
20000;327401;85740;26;2;4;7,5713;10;0,2;0
20000;150985;131410;31;2;4;7,5713;10;0,714285714;1
20000;174123;193002;22;2;4;7,5713;9;0,25;0
20000;1024129;72481;31;3;4;7,5713;10;0;0
20000;175873;173997;12;3;4;7,5713;9;0,428571429;0
2500;107401;22698;30;3;4;8,3843;8;0;0
1000;5563;-6382;22;3;4;8,3843;7;0;0
10000;55094;48850;13;3;4;7,5713;7;0;0
10000;116968;38143;23;3;4;7,5713;8;0,666666667;0
5000;14877;-1309;16;3;4;7,5713;7;1;1
1000;31070;42131;8;3;0;1,6913;6;0,333333333;0
5000;429131;35202;20;3;0;1,6913;8;0;0
5000;49379;17382;22;3;4;7,5713;7;0,6;0
5000;72600;-30553;9;3;4;7,5713;7;0,833333333;1
10000;77160;88600;24;3;4;7,5713;10;0,75;0
5000;380500;-100650;21;3;4;8,3843;8;0;0
2500;98696;12300;31;3;4;8,3843;9;0,571428571;1
2500;21060;52398;24;3;4;8,3843;6;0,25;1
10000;0;11000;11;3;0;1,6913;9;0,1;0
5000;149085;12415;25;3;0;1,6913;9;0;0
2500;5329;19500;19;3;0;1,6913;9;0,375;0
2000;18800;14641;16;3;4;7,5713;6;0,5;0
10000;729407;-47785;7;3;4;7,5713;7;0,5;1
2500;367880;-23770;29;3;4;8,3843;7;0;0
10000;1006346;353659;21;3;4;8,3843;10;0;0
2500;340000;24635;28;3;4;8,3843;6;1;1
10000;119540;382906;21;3;4;8,3843;10;0,8;0
2500;12144;835;12;3;4;8,3843;7;0;0
5000;170464;47000;29;3;4;8,3843;9;0,25;0
5000;270445;-1288;21;3;4;8,3843;10;0,5;0
1000;19787;142;24;3;4;8,3843;6;1;1
5000;64768;29081;31;3;4;8,3843;9;0;0
2500;20800;86100;10;3;4;8,3843;8;0,25;0
2000;287553;65000;12;3;4;7,5713;8;0,5;1
20000;2860844;1218514;14;3;4;7,5713;9;0,8;1
5000;529008;192922;31;3;4;8,3843;10;0,5;1
2500;37408;22788;18;3;4;8,3843;7;0,4;0
1000;28487;4983;31;3;4;8,3843;6;0,5;0
1000;17203;8554;10;3;0;1,6913;5;0,272727273;1
1000;60774;41566;29;3;0;1,6913;6;0,333333333;0
20000;72764;62051;21;2;4;7,5713;10;0,25;0
2000;34788;10043;18;2;4;7,5713;7;0,153846154;0
2000;10600;-6440;18;2;4;7,5713;6;0;0
2000;332538;27211;25;4;4;7,5713;8;0,75;0
5000;7725;10556;9;3;4;7,5713;9;0,307692308;0
5000;201287;98364;30;3;4;7,5713;7;0;0
20000;120400;102390;30;3;4;7,5713;10;0;0
2000;23347;4432;7;3;4;7,5713;5;1;1
10000;31222;64858;27;3;4;7,5713;9;0,25;0
10000;239363;236233;30;3;4;7,5713;9;1;1
20000;529451;78928;23;3;4;7,5713;10;0,166666667;0
10000;199855;390004;17;3;0;1,6913;9;0,333333333;0
2500;2779;4240;3;3;0;1,6913;9;0,636363636;0
10000;241265;317060;25;3;0;1,6913;9;0,4;0
2000;162465;69360;14;3;4;7,5713;8;0,166666667;1
20000;132006;234179;22;3;4;7,5713;10;0,133333333;0
10000;195492;-39008;25;3;4;7,5713;9;1;1
10000;369484;122260;17;4;4;7,5713;7;0;0
2000;310724;40472;31;4;4;7,5713;8;0,6;0
5000;364507;134134;17;4;4;7,5713;6;0;0
5000;321610;56425;24;3;4;8,3843;8;0;0
10000;944032;424000;8;3;4;8,3843;7;0,333333333;1
2000;14214;16601;16;3;4;7,5713;6;0;0
2000;50166;10111;8;3;4;7,5713;6;1;1
10000;302500;568220;17;3;4;7,5713;6;1;1
5000;77633;-12679;31;3;4;8,3843;10;1;1
1000;4688;1341;7;3;4;8,3843;6;0,333333333;1
10000;623922;-1500;12;3;4;8,3843;10;0,25;0
10000;574161;-41415;31;3;4;8,3843;10;0,166666667;0
1000;8832;7000;19;3;0;1,6913;7;0;0
1000;0;10000;1;3;0;1,6913;6;0;0
10000;550;20550;2;3;0;1,6913;8;0;0
5000;0;615000;4;3;4;8,3843;5;0;0
10000;100321;12172;31;4;4;7,5713;7;1;1
20000;262578;144913;15;4;4;7,5713;9;1;1
5000;51788;48239;15;3;4;8,3843;8;0,4;0
1000;24034;-67240;15;3;4;8,3843;6;0,5;0
10000;886120;157085;23;3;4;8,3843;10;0,625;1
2000;25527;10500;18;3;4;7,5713;6;0;0
20000;246344;169500;31;3;4;7,5713;10;0,25;0
1000;12510;20000;21;3;4;8,3843;6;0,5;0
2500;132500;-26290;27;3;4;8,3843;7;0;0
1000;18395;12250;30;3;4;8,3843;6;0,5;0
1000;43944;24000;8;3;4;8,3843;5;0,666666667;1
1000;20994;25999;24;3;4;8,3843;7;0;0
5000;62670;45171;31;2;4;7,5713;7;0,25;1
2000;85020;42002;9;2;4;7,5713;6;0;0
20000;359512;90837;28;2;4;7,5713;10;0,444444444;0
2000;90922;796;26;2;4;7,5713;6;1;1
20000;183757;-272536;29;3;4;7,5713;9;0,666666667;1
2000;44715;31300;28;3;4;7,5713;9;0;0
2000;122538;12968;22;3;4;7,5713;5;0,428571429;1
10000;69854;70400;10;3;4;7,5713;8;0,666666667;1
20000;520213;170800;22;3;4;7,5713;9;0,333333333;0
20000;1129932;78771;27;3;4;7,5713;10;0,4;1
10000;98796;37218;31;3;4;7,5713;9;0,8;1
20000;53799;53000;9;3;4;7,5713;9;0,5;1
1000;73072;22271;20;3;0;1,6913;6;0,5;0
5000;0;44000;3;3;0;1,6913;6;0;0
2000;89510;6515;29;3;4;7,5713;6;0,75;1
20000;7155169;1964345;31;3;4;7,5713;10;0,25;0
5000;450500;-10135;30;3;4;8,3843;8;1;1
20000;1414270;970613;25;3;4;7,5713;9;0,333333333;0
5000;21736;43504;12;3;4;7,5713;6;0;0
2000;116459;19202;20;3;4;7,5713;6;0,333333333;1
1000;199306;1170;12;3;4;8,3843;7;0,1;0
10000;30827;26150;16;3;4;7,5713;6;0;0
5000;9200;12078;13;3;4;7,5713;7;0;0
2000;145251;-175987;21;4;4;7,5713;8;0,5;1
10000;30437;111239;27;4;4;7,5713;7;0,5;0
10000;389071;218770;22;4;4;7,5713;7;0,333333333;0
20000;5164929;1534628;31;3;4;7,5713;10;1;1
10000;1255538;32224;23;3;4;7,5713;9;0;0
5000;197311;121800;9;3;4;8,3843;8;0,142857143;1
2500;71397;17747;29;3;4;8,3843;8;0;0
5000;110436;118000;22;3;4;8,3843;8;0,833333333;1
1000;51230;19000;21;3;4;8,3843;5;0;0
10000;12179366;2028330;11;3;0;1,6913;9;0,166666667;0
2000;4379;490;4;3;4;7,5713;5;0;0
2000;170931;41803;29;3;4;7,5713;9;0,8;1
10000;67588;44000;10;3;4;7,5713;3;0;0
20000;22057;48059;27;3;4;7,5713;8;0;0
5000;198941;26017;8;3;4;7,5713;6;0,25;0
5000;340200;-39223;29;2;4;7,5713;8;1;1
1000;42157;6208;30;3;4;8,3843;7;0,4;1
5000;292033;-74001;25;3;4;7,5713;8;0,4;1
10000;85907;53723;26;3;4;7,5713;9;0;0
10000;1249423;222374;27;3;0;1,6913;10;1;1
1000;5234;5188;11;3;0;1,6913;6;0;0
1000;31610;23093;31;3;0;1,6913;9;0,25;1
2500;0;10000;4;3;0;1,6913;6;0;0
2500;29546;24450;11;3;0;1,6913;9;0,571428571;0
1000;15176;4600;6;3;0;1,6913;7;0,571428571;1
1000;34193;3607;30;3;4;8,3843;7;0,666666667;0
1000;45100;34135;28;3;4;8,3843;6;1;1
5000;82570;99275;20;3;4;8,3843;8;0,25;0
5000;22899;2000;9;2;4;7,5713;8;0;0
2000;12000;17000;6;2;4;7,5713;6;0,666666667;1
2000;69626;66947;26;2;4;7,5713;7;0;0
1000;0;2092;3;3;0;1,6913;5;0;0
10000;0;0;0;3;0;1,6913;8;0,266666667;0
5000;39331;94999;9;3;0;1,6913;7;0;0
20000;623200;88959;18;3;4;7,5713;9;0,166666667;0
10000;14270;30509;12;3;4;7,5713;9;0,428571429;0
20000;742886;192301;13;3;4;7,5713;9;0,625;0
10000;31628;56631;9;3;4;7,5713;9;0,5;0
5000;30939;36633;16;3;4;7,5713;6;0;0
2000;8887;8180;10;3;4;7,5713;6;0;0
20000;319202;79776;14;3;4;7,5713;9;0,25;0
20000;327000;12000;9;3;4;7,5713;8;0,857142857;1
20000;56740;-32630;10;3;4;7,5713;8;0,25;0
1000;28194;9001;21;3;4;8,3843;7;0;0
5000;2683847;125001;21;3;4;8,3843;9;0,333333333;0
2500;12000;36844;9;3;0;1,6913;7;0;0
2500;0;-7985;2;3;0;1,6913;5;0,142857143;0
2500;0;0;0;3;0;1,6913;8;0,25;0
1000;8195;11621;23;3;0;1,6913;7;0;0
1000;1175;-51;2;3;0;1,6913;6;0;0
2500;136181;10424;27;3;0;1,6913;8;0,25;0
5000;165394;31608;9;2;4;7,5713;7;0,333333333;1
20000;307920;80499;24;2;4;7,5713;10;0;0
2000;54915;27000;11;4;4;7,5713;7;0,333333333;1
10000;434750;100255;11;3;4;7,5713;7;0;0
5000;14076;18000;19;3;4;7,5713;6;0,333333333;0
2000;11935;13886;9;3;4;7,5713;7;0,75;1
10000;1649320;567490;28;3;4;7,5713;9;0,625;1
10000;117502;56389;31;3;4;7,5713;9;0,333333333;0
10000;260068;357895;31;3;0;1,6913;10;0,666666667;0
5000;62881;451;27;3;4;7,5713;6;0,333333333;1
20000;273750;163105;31;3;4;7,5713;10;0,8;1
2000;76076;20969;29;3;4;7,5713;7;0,181818182;1
2000;93100;-36091;25;3;4;7,5713;7;0,142857143;0
2000;38594;34442;20;4;4;7,5713;7;0,666666667;1
20000;2913068;1687303;9;4;4;7,5713;8;0,2;0
20000;107000;113425;15;4;4;7,5713;10;0;0
5000;388364;172003;29;3;4;8,3843;8;1;1
2500;6238;25001;15;3;4;8,3843;5;0,333333333;0
1000;23248;10088;20;3;4;8,3843;6;0,111111111;0
5000;1099156;86157;26;3;4;8,3843;8;0,666666667;1
5000;35353;50353;25;3;4;7,5713;7;0,5;1
1000;24450;27824;17;3;4;8,3843;6;0,666666667;0
10000;879911;34805;20;3;4;7,5713;7;0,666666667;1
2000;16293;-21000;18;3;4;7,5713;6;0;0
2000;25733;47780;22;3;4;7,5713;7;0,333333333;1
2000;13239;16500;23;3;4;7,5713;7;0,4;0
2000;15025;1713;19;4;4;7,5713;9;0,5;1
1000;7795;-921;18;3;0;1,6913;7;0,25;0
10000;313387;86318;25;3;0;1,6913;10;0;0
2500;0;50000;2;3;0;1,6913;5;0;0
5000;85976;32500;15;2;4;7,5713;9;1;1
10000;233452;116129;9;3;0;1,6913;8;0,333333333;0
2500;21433;-78597;21;3;0;1,6913;6;0,25;0
2500;7397;42468;18;3;0;1,6913;9;0,25;0
10000;75762;172500;13;3;0;1,6913;9;0,333333333;0
10000;330603;136317;17;3;0;1,6913;10;0,428571429;0
2500;76113;40520;27;3;0;1,6913;6;0,222222222;0
5000;5359;384580;7;3;4;8,3843;6;0;0
5000;3000;23000;12;3;0;1,6913;8;0;0
10000;670500;685000;13;3;0;1,6913;9;0,75;0
1000;0;45800;7;3;0;1,6913;5;0;0
5000;4557;3000;16;3;4;7,5713;6;0;0
1000;263411;40575;25;3;4;8,3843;6;0;0
5000;421317;98925;5;3;4;8,3843;7;0;0
1000;33400;17907;13;3;4;8,3843;5;0;0
10000;247229;36359;22;2;4;7,5713;7;0,333333333;0
20000;1233953;260578;14;2;4;7,5713;9;0,2;0
10000;44720;63000;22;2;4;7,5713;9;0;0
20000;188366;113001;19;2;4;7,5713;10;0,3;0
5000;22073;23947;28;3;4;7,5713;6;0;0
20000;23000;45150;9;3;4;7,5713;8;0;0
5000;18625;11920;4;3;4;7,5713;7;0,5;0
2000;12660;8406;22;3;4;7,5713;7;1;1
20000;639303;66028;24;3;4;7,5713;10;0;0
1000;0;0;0;3;0;1,6913;7;0;0
1000;7452;30221;12;3;0;1,6913;6;0;0
10000;62000;202000;4;3;0;1,6913;9;0;0
2500;106190;31557;30;3;0;1,6913;6;0;0
10000;201322;-84638;30;3;0;1,6913;10;0,375;0
1000;12113;3931;13;3;0;1,6913;6;0,8;1
1000;0;2200;3;3;0;1,6913;5;0;0
2500;403772;89508;22;3;0;1,6913;7;0,5;0
1000;5578;8439;9;3;0;1,6913;7;0;0
2500;26500;57000;7;3;0;1,6913;6;0,5;0
1000;0;0;0;3;0;1,6913;7;0,1;0
10000;445012;355558;19;3;0;1,6913;9;0,6;0
5000;179982;72635;18;3;0;1,6913;7;0,333333333;0
2500;128260;-18008;17;3;0;1,6913;6;0;0
5000;50818;46601;12;3;0;1,6913;6;0,2;0
5000;149818;42002;20;3;0;1,6913;8;0;0
10000;262986;155426;18;3;0;1,6913;9;0,25;0
2500;75161;30904;23;3;0;1,6913;8;0,5;0
5000;128465;28945;7;3;0;1,6913;8;0,222222222;0
20000;275793;309381;27;3;4;7,5713;9;0,6;1
1000;0;0;0;3;0;1,6913;6;0,333333333;0
5000;71106;101000;13;3;0;1,6913;8;0,727272727;1
1000;1235;60414;16;3;0;1,6913;6;0,5;1
10000;3431748;270410;15;3;0;1,6913;6;0,333333333;0
1000;0;9007;9;3;0;1,6913;5;0;0
1000;43750;587;10;3;0;1,6913;7;0;0
10000;0;0;0;3;0;1,6913;8;0,285714286;0
5000;0;-82000;1;3;0;1,6913;7;0,333333333;0
1000;1000;2000;2;3;0;1,6913;6;0;0
1000;0;0;0;3;0;1,6913;6;0,333333333;0
5000;111110;-15806;7;3;4;7,5713;7;0,2;0
20000;999096;170046;30;3;4;7,5713;10;0,375;0
2000;175906;55290;21;3;4;7,5713;9;0,857142857;1
10000;177482;86069;13;3;4;8,3843;10;0,363636364;0
1000;35474;-2135;24;3;4;8,3843;6;0;0
5000;53885;153601;19;3;0;1,6913;7;0;0
1000;37164;-1781;15;3;0;1,6913;7;0,6;1
10000;0;0;0;3;0;1,6913;6;0;0
2500;23837;14000;4;3;0;1,6913;4;0;0
5000;3500;10500;4;3;0;1,6913;7;0;0
1000;32100;-2744;7;3;0;1,6913;5;0;0
2500;16920;15315;5;3;0;1,6913;9;1;1
2500;21728;74564;8;3;0;1,6913;9;0,555555556;0
10000;3357486;601973;31;3;0;1,6913;10;1;1
2500;2840;4770;3;3;0;1,6913;7;1;1
10000;505250;137238;5;3;0;1,6913;9;0;0
5000;52711;68604;20;3;0;1,6913;8;0,125;0
1000;0;3315;6;3;0;1,6913;7;0;0
1000;0;7000;4;3;0;1,6913;5;0;0
2500;44228;114028;20;3;4;8,3843;7;0;0
2500;5547943;75163;29;3;4;8,3843;7;0,333333333;0
10000;263858;241520;29;3;4;8,3843;10;1;1
10000;2394068;259362;30;3;4;8,3843;10;0,75;0
1000;15919;11920;10;3;4;8,3843;7;0,25;0
10000;2600954;847047;21;3;4;8,3843;8;0,333333333;0
10000;261497;635812;17;3;0;1,6913;10;0,777777778;0
1000;11428;8000;10;3;0;1,6913;6;0,5;0
5000;30000;277200;15;3;0;1,6913;7;1;1
2500;32540;26876;18;3;0;1,6913;7;0,2;0
2500;10099;28674;18;3;0;1,6913;7;0;0
10000;322840;90000;6;3;0;1,6913;9;0,3;0
2500;1500;4900;2;3;0;1,6913;6;0;0
2500;4000;5490;2;3;0;1,6913;6;0;0
1000;8000;22500;6;3;0;1,6913;6;0;0
5000;490703;177001;28;3;0;1,6913;7;0,75;0
5000;313764;96212;18;3;0;1,6913;7;0,142857143;0
1000;21515;-1317;21;3;0;1,6913;7;0;0
5000;0;0;0;3;0;1,6913;6;0;0
1000;15605;9750;24;3;0;1,6913;7;0;0
5000;232167;10102;9;3;0;1,6913;7;0;0
10000;2684076;1325959;23;3;4;8,3843;8;0,25;0
5000;381278;25727;22;3;4;8,3843;9;0,066666667;0
10000;329925;428441;29;3;4;8,3843;10;0,833333333;1
2500;7700;-2412;31;3;4;8,3843;7;0;0
1000;21472;-12000;23;3;0;1,6913;7;0,25;0
10000;1574295;111712;17;3;0;1,6913;9;1;1
2500;0;0;0;3;0;1,6913;7;0;0
5000;60000;150000;17;3;0;1,6913;9;0,5;0
2500;4000;-200;2;3;0;1,6913;6;0;0
1000;29000;25501;21;3;0;1,6913;6;0,333333333;0
10000;274000;353348;19;3;0;1,6913;9;0,181818182;0
1000;15536;2891;13;3;0;1,6913;6;0;0
